RedFighter,BlueFighter,Date,Location,Country,WeightClass,Gender,NumberOfRounds,TitleBout,Winner,RedOdds,BlueOdds,RedExpectedValue,BlueExpectedValue,RedCurrentLoseStreak,RedCurrentWinStreak,RedDraws,RedAvgSigStrLanded,RedAvgSigStrPct,RedAvgSubAtt,RedAvgTDLanded,RedAvgTDPct,RedLongestWinStreak,RedLosses,RedTotalRoundsFought,RedTotalTitleBouts,RedWinsByDecisionMajority,RedWinsByDecisionSplit,RedWinsByDecisionUnanimous,RedWinsByKO,RedWinsBySubmission,RedWinsByTKODoctorStoppage,RedWins,RedStance,RedHeightCms,RedReachCms,RedWeightLbs,BlueCurrentLoseStreak,BlueCurrentWinStreak,BlueDraws,BlueAvgSigStrLanded,BlueAvgSigStrPct,BlueAvgSubAtt,BlueAvgTDLanded,BlueAvgTDPct,BlueLongestWinStreak,BlueLosses,BlueTotalRoundsFought,BlueTotalTitleBouts,BlueWinsByDecisionMajority,BlueWinsByDecisionSplit,BlueWinsByDecisionUnanimous,BlueWinsByKO,BlueWinsBySubmission,BlueWinsByTKODoctorStoppage,BlueWins,BlueStance,BlueHeightCms,BlueReachCms,BlueWeightLbs,RMatchWCRank,BMatchWCRank,RPFPRank,BPFPRank,RedStanceEncoded,BlueStanceEncoded,Target
Pedro Munhoz,Brett Johns,2018-08-04,"Los Angeles, California, USA", USA,Bantamweight,MALE,3,0,Red,-210.0,175.0,47.619,175.0,1,0,0,35.6667,0.488,0.7778,0.7778,0.311,4,4,18,0,0,0,1,1,3,0,5,Orthodox,167.64,165.1,135,1,0,0,33.25,0.388,0.5,3.75,0.383,3,1,10,0,0,0,2,0,1,0,3,Orthodox,170.18,180.34,135,9.0,14.0,6.0,10.0,0,0,1.0
Ricardo Ramos,Kyung Ho Kang,2018-08-04,"Los Angeles, California, USA", USA,Bantamweight,MALE,3,0,Red,-275.0,235.0,36.3636,235.0,0,2,0,43.5,0.475,0.5,1.5,0.3,2,0,6,0,0,0,1,1,0,0,2,Orthodox,175.26,182.88,135,0,3,0,24.6,0.378,1.4,2.2,0.61,3,2,13,0,0,1,0,0,2,0,3,Orthodox,175.26,185.42,135,7.0,9.0,6.0,10.0,0,0,1.0
Marlon Vera,Wuliji Buren,2018-08-04,"Los Angeles, California, USA", USA,Bantamweight,MALE,3,0,Red,-470.0,375.0,21.2766,375.0,2,0,0,37.75,0.421,1.0,0.375,0.186,3,4,21,0,0,0,1,1,2,0,4,Switch,172.72,177.8,135,1,0,0,17.0,0.28,0.0,4.0,0.36,0,1,3,0,0,0,0,0,0,0,0,Orthodox,175.26,175.26,135,7.0,9.0,6.0,10.0,2,0,1.0
Justin Gaethje,James Vick,2018-08-25,"Lincoln, Nebraska, USA", USA,Lightweight,MALE,5,0,Red,120.0,-140.0,120.0,71.4286,2,0,0,113.6667,0.547,0.0,0.0,0.0,1,2,9,0,0,0,0,1,0,0,1,Orthodox,180.34,177.8,155,0,4,0,38.5,0.332,0.5,0.2,0.1,5,1,21,0,0,0,4,2,3,0,9,Orthodox,190.5,193.04,155,7.0,10.0,6.0,10.0,0,0,1.0
Michael Johnson,Andre Fili,2018-08-25,"Lincoln, Nebraska, USA", USA,Featherweight,MALE,3,0,Red,100.0,-120.0,100.0,83.3333,3,0,0,45.5,0.352,0.0556,0.4444,0.31,4,9,44,1,0,0,5,4,0,0,9,Southpaw,177.8,185.42,145,0,2,0,42.2,0.356,0.1,2.1,0.503,2,4,24,0,0,1,3,2,0,0,6,Orthodox,180.34,187.96,145,7.0,9.0,6.0,10.0,1,0,1.0
Cortney Casey,Angela Hill,2018-08-25,"Lincoln, Nebraska, USA", USA,Women's Strawweight,FEMALE,3,0,Red,115.0,-135.0,115.0,74.0741,2,0,0,53.375,0.454,0.5,0.25,0.125,2,5,20,0,0,0,1,1,1,0,3,Orthodox,170.18,170.18,115,0,1,0,71.8571,0.499,0.0,0.2857,0.214,1,4,19,0,0,0,3,0,0,0,3,Orthodox,160.02,162.56,115,11.0,14.0,6.0,10.0,0,0,1.0
John Moraga,Deiveson Figueiredo,2018-08-25,"Lincoln, Nebraska, USA", USA,Flyweight,MALE,3,0,Blue,150.0,-170.0,150.0,58.8235,0,3,0,32.2308,0.432,0.8462,0.5385,0.204,3,5,35,1,0,1,2,2,3,0,8,Orthodox,167.64,167.64,125,0,2,0,25.0,0.445,3.0,1.5,0.625,2,0,5,0,0,1,0,1,0,0,2,Orthodox,165.1,172.72,125,6.0,14.0,6.0,10.0,0,0,0.0
James Krause,Warlley Alves,2018-08-25,"Lincoln, Nebraska, USA", USA,Welterweight,MALE,3,0,Red,270.0,-330.0,270.0,30.303,0,4,0,53.6667,0.472,0.6667,0.7778,0.212,4,3,21,0,0,0,3,1,2,0,6,Orthodox,187.96,185.42,170,0,2,0,32.0,0.47,0.75,0.875,0.325,4,2,20,1,0,0,2,0,3,1,6,Orthodox,180.34,182.88,170,7.0,9.0,6.0,10.0,0,0,1.0
Jake Ellenberger,Bryan Barberena,2018-08-25,"Lincoln, Nebraska, USA", USA,Welterweight,MALE,3,0,Blue,335.0,-420.0,335.0,23.8095,3,0,0,20.25,0.412,0.2,1.15,0.353,6,10,40,0,0,1,2,5,1,1,10,Orthodox,175.26,180.34,170,1,0,0,59.4286,0.5,0.2857,0.2857,0.19,2,3,18,0,0,0,1,2,1,0,4,Southpaw,182.88,182.88,170,7.0,9.0,6.0,10.0,0,1,0.0
Andrew Sanchez,Markus Perez,2018-08-25,"Lincoln, Nebraska, USA", USA,Middleweight,MALE,3,0,Red,-140.0,120.0,71.4286,120.0,2,0,0,66.0,0.55,0.0,3.25,0.33,2,2,12,1,0,0,2,0,0,0,2,Orthodox,185.42,187.96,185,0,1,0,17.0,0.75,1.5,1.5,0.7,1,1,4,0,0,0,0,0,1,0,1,Orthodox,185.42,185.42,185,7.0,9.0,6.0,10.0,0,0,1.0
Mickey Gall,George Sullivan,2018-08-25,"Lincoln, Nebraska, USA", USA,Welterweight,MALE,3,0,Red,-325.0,295.0,30.7692,295.0,1,0,0,9.5,0.513,2.0,0.75,0.5,3,1,7,0,0,0,0,0,3,0,3,Switch,187.96,187.96,170,2,0,0,38.6667,0.463,0.5,1.0,0.3,2,3,14,0,0,0,2,1,0,0,3,Orthodox,182.88,185.42,170,7.0,9.0,6.0,10.0,2,0,1.0
Joanne Calderwood,Kalindra Faria,2018-08-25,"Lincoln, Nebraska, USA", USA,Women's Flyweight,FEMALE,3,0,Red,-185.0,160.0,54.0541,160.0,2,0,0,66.8333,0.495,0.0,1.3333,0.292,2,3,14,0,0,0,2,1,0,0,3,Orthodox,167.64,165.1,125,2,0,0,19.0,0.27,0.5,0.5,0.25,0,2,4,0,0,0,0,0,0,0,0,Switch,170.18,157.0,125,7.0,9.0,6.0,10.0,0,2,1.0
Drew Dober,Jon Tuck,2018-08-25,"Lincoln, Nebraska, USA", USA,Lightweight,MALE,3,0,Red,-240.0,200.0,41.6667,200.0,0,2,0,37.7,0.352,0.1,0.5,0.035,2,5,20,0,0,0,2,2,1,0,5,Southpaw,172.72,177.8,155,0,1,0,36.375,0.424,0.75,0.375,0.075,1,4,20,0,0,0,1,1,2,0,4,Orthodox,180.34,185.42,155,7.0,9.0,6.0,10.0,1,0,1.0
Rani Yahya,Luke Sanders,2018-08-25,"Lincoln, Nebraska, USA", USA,Bantamweight,MALE,3,0,Red,-105.0,-115.0,95.2381,86.9565,0,2,0,19.2143,0.468,1.3571,2.4286,0.383,4,4,35,0,0,1,4,0,5,0,10,Orthodox,167.64,170.18,135,0,1,0,50.5,0.5,0.25,0.25,0.125,1,2,8,0,0,0,1,0,1,0,2,Southpaw,167.64,170.18,135,7.0,9.0,6.0,10.0,0,1,1.0
Cory Sandhagen,Iuri Alcantara,2018-08-25,"Lincoln, Nebraska, USA", USA,Bantamweight,MALE,3,0,Red,-200.0,170.0,50.0,170.0,0,1,0,80.0,0.54,0.0,1.0,1.0,1,0,2,0,0,0,0,1,0,0,1,Switch,180.34,177.8,135,0,1,0,27.2353,0.472,0.4706,0.9412,0.362,3,7,38,0,0,1,4,3,2,0,10,Southpaw,175.26,180.34,135,7.0,9.0,6.0,10.0,2,1,1.0
Eryk Anders,Tim Williams,2018-08-25,"Lincoln, Nebraska, USA", USA,Middleweight,MALE,3,0,Red,-1200.0,775.0,8.3333,775.0,1,0,0,44.6667,0.587,0.0,2.0,0.423,2,1,9,0,0,0,1,1,0,0,2,Southpaw,185.42,190.5,185,1,0,0,8.0,0.44,0.0,0.0,0.0,0,1,1,0,0,0,0,0,0,0,0,Orthodox,187.96,193.04,185,7.0,9.0,6.0,10.0,1,0,1.0
Carla Esparza,Tatiana Suarez,2018-09-08,"Dallas, Texas, USA", USA,Women's Strawweight,FEMALE,3,0,Blue,335.0,-420.0,335.0,23.8095,1,0,0,32.8333,0.382,0.5,3.1667,0.432,1,3,17,2,0,0,2,0,1,0,3,Orthodox,154.94,160.02,115,0,3,0,29.6667,0.573,0.6667,3.0,0.82,3,0,5,1,0,0,1,0,2,0,3,Southpaw,165.1,167.64,115,6.0,9.0,6.0,10.0,0,1,0.0
Tyron Woodley,Darren Till,2018-09-08,"Dallas, Texas, USA", USA,Welterweight,MALE,5,1,Red,-105.0,-115.0,95.2381,86.9565,0,2,0,32.4545,0.528,0.1818,0.4545,0.227,3,3,30,4,1,1,1,5,0,0,8,Orthodox,175.26,187.96,170,0,4,0,36.0,0.48,0.0,0.5,0.277,4,1,17,0,0,0,3,2,0,0,5,Southpaw,182.88,187.96,170,0.0,2.0,7.0,10.0,0,1,1.0
Jessica Andrade,Karolina Kowalkiewicz,2018-09-08,"Dallas, Texas, USA", USA,Women's Strawweight,FEMALE,3,0,Red,-450.0,360.0,22.2222,360.0,0,2,0,75.5385,0.552,0.3846,2.5385,0.565,3,4,32,1,0,1,5,1,2,0,9,Orthodox,154.94,157.48,115,0,2,0,83.0,0.36,0.0,0.1429,0.071,3,2,21,1,0,2,3,0,0,0,5,Orthodox,160.02,162.56,115,2.0,4.0,6.0,10.0,0,0,1.0
Zabit Magomedsharipov,Brandon Davis,2018-09-08,"Dallas, Texas, USA", USA,Featherweight,MALE,3,0,Red,-1375.0,900.0,7.2727,900.0,0,3,0,58.6667,0.537,1.0,5.6667,0.503,3,0,8,0,0,0,1,0,2,0,3,Orthodox,185.42,185.42,145,1,0,0,60.3333,0.353,0.0,0.3333,0.333,1,2,9,0,0,0,1,0,0,0,1,Orthodox,177.8,182.88,135,15.0,9.0,6.0,10.0,0,0,1.0
Jimmie Rivera,John Dodson,2018-09-08,"Dallas, Texas, USA", USA,Bantamweight,MALE,3,0,Red,-150.0,130.0,66.6667,130.0,1,0,0,46.6667,0.36,0.0,0.8333,0.138,5,1,14,0,0,1,3,1,0,0,5,Orthodox,162.56,172.72,135,0,1,0,46.5385,0.431,0.0,0.6923,0.249,3,4,37,3,0,1,3,4,0,1,9,Orthodox,160.02,167.64,135,5.0,7.0,6.0,10.0,0,0,1.0
Abdul Razak Alhassan,Niko Price,2018-09-08,"Dallas, Texas, USA", USA,Welterweight,MALE,3,0,Red,-110.0,-110.0,90.9091,90.9091,0,2,0,23.75,0.45,0.0,0.25,0.083,2,1,6,0,0,0,0,3,0,0,3,Orthodox,177.8,185.42,170,0,2,0,16.6667,0.357,0.8333,0.6667,0.192,2,2,10,0,0,0,0,2,2,0,4,Orthodox,182.88,193.04,170,7.0,9.0,6.0,10.0,0,0,1.0
Aljamain Sterling,Cody Stamann,2018-09-08,"Dallas, Texas, USA", USA,Bantamweight,MALE,3,0,Red,-170.0,150.0,58.8235,150.0,0,1,0,49.3,0.487,0.7,1.9,0.479,4,3,27,0,0,0,4,1,2,0,7,Orthodox,170.18,180.34,135,0,3,0,85.0,0.513,0.0,4.0,0.487,3,0,9,0,0,2,1,0,0,0,3,Orthodox,167.64,162.56,135,8.0,10.0,6.0,10.0,0,0,1.0
Charles Byrd,Darren Stewart,2018-09-08,"Dallas, Texas, USA", USA,Middleweight,MALE,3,0,Blue,-170.0,150.0,58.8235,150.0,0,1,0,11.0,0.78,1.0,1.0,1.0,1,0,1,0,0,0,0,0,1,0,1,Orthodox,177.8,185.42,185,0,1,0,22.2,0.47,0.0,1.2,0.272,1,4,9,0,0,0,0,1,0,0,1,Orthodox,182.88,187.96,185,7.0,9.0,6.0,10.0,0,0,0.0
Diego Sanchez,Craig White,2018-09-08,"Dallas, Texas, USA", USA,Welterweight,MALE,3,0,Red,175.0,-210.0,175.0,47.619,2,0,0,33.2963,0.396,0.6667,1.037,0.229,6,11,70,2,0,3,8,5,0,0,16,Southpaw,177.8,182.88,170,1,0,0,6.0,0.35,0.0,0.0,0.0,0,1,1,0,0,0,0,0,0,0,0,Orthodox,187.96,193.04,170,7.0,9.0,6.0,10.0,1,0,1.0
Jim Miller,Alex White,2018-09-08,"Dallas, Texas, USA", USA,Lightweight,MALE,3,0,Red,155.0,-175.0,155.0,57.1429,4,0,0,30.0,0.374,1.3448,1.2069,0.417,7,12,69,0,0,2,6,3,6,0,17,Southpaw,172.72,180.34,155,1,0,0,46.0,0.43,0.1429,0.7143,0.25,1,4,18,0,0,0,1,2,0,0,3,Southpaw,182.88,180.34,155,7.0,9.0,6.0,10.0,1,1,1.0
Irene Aldana,Lucie Pudilova,2018-09-08,"Dallas, Texas, USA", USA,Women's Bantamweight,FEMALE,3,0,Red,-110.0,-110.0,90.9091,90.9091,0,1,0,87.3333,0.397,0.0,0.6667,0.5,1,2,9,0,0,0,1,0,0,0,1,Orthodox,175.26,172.72,135,0,2,0,75.6667,0.447,0.6667,0.0,0.0,2,1,9,0,0,0,2,0,0,0,2,Orthodox,172.72,170.18,125,12.0,13.0,6.0,10.0,0,0,1.0
Roberto Sanchez,Jarred Brooks,2018-09-08,"Dallas, Texas, USA", USA,Flyweight,MALE,3,0,Blue,175.0,-190.0,175.0,52.6316,0,1,0,2.0,0.495,0.5,2.0,1.0,1,1,2,0,0,0,0,0,1,0,1,Orthodox,167.64,167.64,125,2,0,0,29.3333,0.447,0.3333,4.6667,0.55,1,2,8,0,0,1,0,0,0,0,1,Switch,160.02,157.48,125,7.0,9.0,6.0,10.0,0,2,0.0
Geoff Neal,Frank Camacho,2018-09-08,"Dallas, Texas, USA", USA,Welterweight,MALE,3,0,Red,-210.0,175.0,47.619,175.0,0,1,0,14.0,0.45,1.0,0.0,0.0,1,0,1,0,0,0,0,0,1,0,1,Southpaw,180.34,190.5,170,1,0,0,130.0,0.49,0.0,2.0,0.6,1,1,6,0,0,1,0,0,0,0,1,Orthodox,177.8,185.42,170,7.0,9.0,6.0,10.0,1,0,1.0
Mark Hunt,Aleksei Oleinik,2018-09-15,"Moscow, Moscow, Russia", Russia,Heavyweight,MALE,5,0,Blue,-120.0,100.0,83.3333,100.0,1,0,0,28.375,0.429,0.0625,0.4375,0.213,4,8,42,1,0,0,1,7,0,0,8,Orthodox,177.8,182.88,265,0,1,0,19.2857,0.5,1.0,1.1429,0.224,2,2,11,0,0,0,0,1,4,0,5,Orthodox,187.96,203.2,240,8.0,11.0,6.0,10.0,0,0,0.0
Jan Blachowicz,Nikita Krylov,2018-09-15,"Moscow, Moscow, Russia", Russia,Light Heavyweight,MALE,3,0,Red,125.0,-145.0,125.0,68.9655,0,3,0,48.4444,0.516,0.2222,1.3333,0.496,3,4,24,0,0,0,3,1,1,0,5,Orthodox,187.96,198.12,205,1,0,0,29.6667,0.602,0.5556,0.1111,0.056,5,3,13,0,0,0,0,3,3,0,6,Orthodox,190.5,195.58,205,4.0,9.0,6.0,10.0,0,0,1.0
Andrei Arlovski,Shamil Abdurakhimov,2018-09-15,"Moscow, Moscow, Russia", Russia,Heavyweight,MALE,3,0,Blue,120.0,-140.0,120.0,71.4286,1,0,0,26.4231,0.459,0.1923,0.2692,0.113,7,10,53,5,0,1,4,9,2,0,16,Orthodox,190.5,195.58,240,0,1,0,27.8,0.462,0.2,1.0,0.096,2,2,12,0,0,1,1,1,0,0,3,Orthodox,190.5,193.04,235,12.0,14.0,6.0,10.0,0,0,0.0
Aleksei Kunchenko,Thiago Alves,2018-09-15,"Moscow, Moscow, Russia", Russia,Welterweight,MALE,3,0,Red,-440.0,350.0,22.7273,350.0,0,0,0,15.6667,0.46,0.3333,1.03,0.338,0,0,0,0,0,0,0,0,0,0,0,Orthodox,172.72,177.8,170,1,0,0,38.9565,0.456,0.2609,0.5652,0.347,7,9,55,1,0,0,5,7,1,1,14,Orthodox,175.26,177.8,170,7.0,9.0,6.0,10.0,0,0,1.0
Khalid Murtazaliev,Cb Dollaway,2018-09-15,"Moscow, Moscow, Russia", Russia,Middleweight,MALE,3,0,Red,-165.0,145.0,60.6061,145.0,0,0,0,15.6667,0.46,0.3333,1.03,0.338,0,0,0,0,0,0,0,0,0,0,0,Orthodox,182.88,193.04,185,0,2,0,22.7368,0.464,0.5263,1.9474,0.421,3,8,37,1,0,1,5,2,2,0,11,Orthodox,187.96,193.04,185,7.0,9.0,6.0,10.0,0,0,1.0
Petr Yan,Jin Soo Son,2018-09-15,"Moscow, Moscow, Russia", Russia,Bantamweight,MALE,3,0,Red,-1200.0,775.0,8.3333,775.0,0,1,0,25.0,0.62,0.0,0.0,0.0,1,0,1,0,0,0,0,1,0,0,1,Switch,170.18,170.18,135,0,0,0,9.0,0.46,0.3,1.0,0.33,0,0,0,0,0,0,0,0,0,0,0,Orthodox,167.64,175.26,135,7.0,9.0,6.0,10.0,2,0,1.0
Mairbek Taisumov,Desmond Green,2018-09-15,"Moscow, Moscow, Russia", Russia,Lightweight,MALE,3,0,Red,-600.0,450.0,16.6667,450.0,0,5,0,22.1429,0.517,0.0,1.0,0.244,5,1,13,0,0,0,1,5,0,0,6,Orthodox,175.26,185.42,155,0,1,0,53.5,0.453,0.0,1.25,0.375,1,2,12,0,0,1,1,0,0,0,2,Southpaw,177.8,185.42,155,7.0,9.0,6.0,10.0,0,1,1.0
Magomed Ankalaev,Marcin Prachnio,2018-09-15,"Moscow, Moscow, Russia", Russia,Light Heavyweight,MALE,3,0,Red,-560.0,430.0,17.8571,430.0,1,0,0,59.0,0.61,0.0,0.0,0.0,0,1,3,0,0,0,0,0,0,0,0,Orthodox,190.5,190.5,205,1,0,0,15.0,0.62,0.0,0.0,0.0,0,1,1,0,0,0,0,0,0,0,0,Orthodox,190.5,187.96,205,7.0,9.0,6.0,10.0,0,0,1.0
Adam Yandiev,Jordan Johnson,2018-09-15,"Moscow, Moscow, Russia", Russia,Middleweight,MALE,3,0,Blue,240.0,-280.0,240.0,35.7143,0,0,0,15.6667,0.46,0.3333,1.03,0.338,0,0,0,0,0,0,0,0,0,0,0,Orthodox,175.26,187.96,185,0,3,0,46.6667,0.477,0.6667,2.6667,0.437,3,0,9,0,0,1,2,0,0,0,3,Orthodox,187.96,200.66,205,7.0,9.0,6.0,10.0,0,0,0.0
Ramazan Emeev,Stefan Sekulic,2018-09-15,"Moscow, Moscow, Russia", Russia,Welterweight,MALE,3,0,Red,-680.0,490.0,14.7059,490.0,0,2,0,38.5,0.495,0.0,2.0,0.305,2,0,6,0,0,0,2,0,0,0,2,Southpaw,177.8,193.04,170,0,0,0,9.0,0.46,0.3,1.0,0.33,0,0,0,0,0,0,0,0,0,0,0,Southpaw,182.88,190.5,170,7.0,9.0,6.0,10.0,1,1,1.0
Merab Dvalishvili,Terrion Ware,2018-09-15,"Moscow, Moscow, Russia", Russia,Bantamweight,MALE,3,0,Red,-550.0,425.0,18.1818,425.0,2,0,0,54.0,0.34,0.0,8.5,0.37,0,2,6,0,0,0,0,0,0,0,0,Orthodox,167.64,172.72,135,3,0,0,77.6667,0.333,0.0,0.6667,0.11,0,3,9,0,0,0,0,0,0,0,0,Orthodox,172.72,180.34,135,7.0,9.0,6.0,10.0,0,0,1.0
Rustam Khabilov,Kajan Johnson,2018-09-15,"Moscow, Moscow, Russia", Russia,Lightweight,MALE,3,0,Red,-840.0,570.0,11.9048,570.0,0,5,0,26.7,0.369,0.1,3.5,0.472,5,2,27,0,0,0,6,1,0,1,8,Orthodox,172.72,185.42,155,1,0,0,28.6667,0.445,0.1667,1.5,0.202,4,2,16,0,0,1,2,1,0,0,4,Orthodox,180.34,190.5,155,7.0,9.0,6.0,10.0,0,0,1.0
Thiago Santos,Eryk Anders,2018-09-22,"Sao Paulo, Sao Paulo, Brazil", Brazil,Light Heavyweight,MALE,5,0,Red,-200.0,170.0,50.0,170.0,0,1,0,27.0,0.446,0.0667,0.3333,0.095,4,5,24,0,0,0,2,8,0,0,10,Orthodox,187.96,193.04,205,0,1,0,44.0,0.553,0.0,1.5,0.318,2,1,12,0,0,0,1,2,0,0,3,Southpaw,185.42,190.5,185,7.0,9.0,6.0,10.0,0,1,1.0
Alex Oliveira,Carlo Pedersoli,2018-09-22,"Sao Paulo, Sao Paulo, Brazil", Brazil,Welterweight,MALE,3,0,Red,-500.0,400.0,20.0,400.0,0,1,0,27.75,0.491,0.5833,2.1667,0.313,3,4,27,0,0,0,2,3,3,0,8,Orthodox,180.34,193.04,170,0,1,0,67.0,0.37,0.0,3.0,0.75,1,0,3,0,0,1,0,0,0,0,1,Southpaw,180.34,190.5,170,14.0,9.0,6.0,10.0,0,1,1.0
Sam Alvey,Rogerio Nogueira,2018-09-22,"Sao Paulo, Sao Paulo, Brazil", Brazil,Light Heavyweight,MALE,3,0,Blue,-350.0,290.0,28.5714,290.0,0,2,0,30.2,0.491,0.0667,0.0667,0.067,4,5,32,0,0,2,2,5,1,0,10,Southpaw,187.96,190.5,205,1,0,0,26.3,0.319,0.2,0.1,0.1,2,5,22,0,0,1,1,3,0,0,5,Southpaw,187.96,190.5,205,7.0,9.0,6.0,10.0,1,1,0.0
Renan Barao,Andre Ewell,2018-09-22,"Sao Paulo, Sao Paulo, Brazil", Brazil,Bantamweight,MALE,3,0,Blue,-200.0,170.0,50.0,170.0,2,0,0,55.7143,0.376,0.2143,1.3571,0.259,7,5,43,6,0,0,4,2,3,0,9,Orthodox,167.64,177.8,135,0,0,0,9.0,0.46,0.3,1.0,0.33,0,0,0,0,0,0,0,0,0,0,0,Southpaw,172.72,190.5,135,7.0,9.0,6.0,10.0,0,1,0.0
Charles Oliveira,Christos Giagos,2018-09-22,"Sao Paulo, Sao Paulo, Brazil", Brazil,Lightweight,MALE,3,0,Red,-470.0,375.0,21.2766,375.0,0,1,0,20.85,0.51,1.3,1.3,0.425,4,9,37,0,0,0,1,0,10,0,11,Orthodox,177.8,187.96,155,1,0,0,16.6667,0.383,0.3333,0.3333,0.333,1,2,5,0,0,0,0,0,1,0,1,Orthodox,177.8,180.34,155,7.0,9.0,6.0,10.0,0,0,1.0
Francisco Trinaldo,Evan Dunham,2018-09-22,"Sao Paulo, Sao Paulo, Brazil", Brazil,Lightweight,MALE,3,0,Red,-165.0,145.0,60.6061,145.0,1,0,0,37.9412,0.488,0.4118,0.9412,0.356,7,5,42,0,0,1,6,2,2,1,12,Southpaw,175.26,177.8,155,2,0,0,63.1579,0.387,0.7895,1.4211,0.309,4,8,47,0,0,3,5,1,1,1,11,Southpaw,177.8,177.8,155,7.0,9.0,6.0,10.0,1,1,1.0
Augusto Sakai,Chase Sherman,2018-09-22,"Sao Paulo, Sao Paulo, Brazil", Brazil,Heavyweight,MALE,3,0,Red,-230.0,190.0,43.4783,190.0,0,0,0,15.6667,0.46,0.3333,1.03,0.338,0,0,0,0,0,0,0,0,0,0,0,Orthodox,190.5,195.58,265,2,0,0,61.1667,0.41,0.0,0.0,0.0,2,4,14,0,0,0,1,1,0,0,2,Orthodox,193.04,198.12,250,7.0,9.0,6.0,10.0,0,0,1.0
Sergio Moraes,Ben Saunders,2018-09-22,"Sao Paulo, Sao Paulo, Brazil", Brazil,Welterweight,MALE,3,0,Red,-275.0,235.0,36.3636,235.0,0,1,0,34.1,0.467,0.3,0.8,0.235,4,3,26,1,0,2,2,1,2,0,7,Orthodox,182.88,182.88,170,0,1,0,27.6667,0.545,0.6,0.1333,0.133,3,6,30,0,0,1,2,3,3,0,9,Orthodox,187.96,195.58,170,7.0,9.0,6.0,10.0,0,0,1.0
Livinha Souza,Alex Chambers,2018-09-22,"Sao Paulo, Sao Paulo, Brazil", Brazil,Women's Strawweight,FEMALE,3,0,Red,-1500.0,1000.0,6.6667,1000.0,0,0,0,15.6667,0.46,0.3333,1.03,0.338,0,0,0,0,0,0,0,0,0,0,0,Orthodox,165.1,160.02,115,2,0,0,32.75,0.618,0.75,1.75,0.493,1,3,10,0,0,0,0,0,1,0,1,Switch,160.02,160.02,115,7.0,9.0,6.0,10.0,0,2,1.0
Elizeu Zaleski Dos Santos,Luigi Vendramini,2018-09-22,"Sao Paulo, Sao Paulo, Brazil", Brazil,Welterweight,MALE,3,0,Red,-1000.0,650.0,10.0,650.0,0,5,0,57.5,0.382,0.5,0.3333,0.19,5,1,16,0,0,1,2,2,0,0,5,Orthodox,180.34,185.42,170,0,0,0,9.0,0.46,0.3,1.0,0.33,0,0,0,0,0,0,0,0,0,0,0,Orthodox,172.72,185.0,170,7.0,9.0,6.0,10.0,0,0,1.0
Luis Henrique,Ryan Spann,2018-09-22,"Sao Paulo, Sao Paulo, Brazil", Brazil,Light Heavyweight,MALE,3,0,Blue,-105.0,-115.0,95.2381,86.9565,2,0,0,20.4,0.478,0.8,2.2,0.314,2,3,13,0,0,0,0,0,2,0,2,Orthodox,187.96,187.96,243,0,0,0,9.0,0.46,0.3,1.0,0.33,0,0,0,0,0,0,0,0,0,0,0,Orthodox,195.58,200.66,205,7.0,9.0,6.0,10.0,0,0,0.0
Mayra Bueno Silva,Gillian Robertson,2018-09-22,"Sao Paulo, Sao Paulo, Brazil", Brazil,Women's Flyweight,FEMALE,3,0,Red,120.0,-140.0,120.0,71.4286,0,0,0,15.6667,0.46,0.3333,1.03,0.338,0,0,0,0,0,0,0,0,0,0,0,Orthodox,167.64,169.0,135,0,2,0,9.5,0.335,1.0,1.5,0.75,2,0,3,0,0,0,0,0,2,0,2,Orthodox,165.1,160.02,125,7.0,9.0,6.0,10.0,0,0,1.0
Thales Leites,Hector Lombard,2018-09-22,"Sao Paulo, Sao Paulo, Brazil", Brazil,Middleweight,MALE,3,0,Red,-160.0,140.0,62.5,140.0,2,0,0,25.4,0.417,1.0,1.75,0.274,5,8,54,1,0,1,4,2,5,0,12,Orthodox,185.42,198.12,185,6,0,0,35.3636,0.491,0.1818,1.3636,0.383,2,8,26,0,0,0,1,2,0,0,3,Southpaw,175.26,180.34,185,7.0,9.0,6.0,10.0,0,1,1.0
Khabib Nurmagomedov,Conor Mcgregor,2018-10-06,"Las Vegas, Nevada, USA", USA,Lightweight,MALE,5,1,Red,-190.0,165.0,52.6316,165.0,0,10,0,58.7,0.505,0.5,4.9,0.374,10,0,29,1,0,0,6,2,2,0,10,Orthodox,177.8,177.8,155,0,2,0,47.3,0.485,0.0,0.5,0.18,7,1,20,3,1,0,1,7,0,0,9,Southpaw,175.26,187.96,155,0.0,1.0,8.0,2.0,0,1,1.0
Tony Ferguson,Anthony Pettis,2018-10-06,"Las Vegas, Nevada, USA", USA,Lightweight,MALE,3,0,Red,-355.0,295.0,28.169,295.0,0,10,0,51.2857,0.419,1.0714,0.4286,0.297,10,1,31,2,0,1,3,2,6,1,13,Orthodox,180.34,193.04,155,0,1,0,34.8571,0.477,0.7143,0.5714,0.154,5,6,36,4,0,1,1,2,4,0,8,Orthodox,177.8,182.88,170,2.0,8.0,13.0,10.0,0,0,1.0
